Race,race_id,batch_id,Batch Number,Datetime,baseline_dem_votes,baseline_total_votes,baseline_dem_proportion,this_batch_dem_votes,this_batch_total_votes,this_batch_dem_proportion,up_to_this_batch_dem_votes,up_to_this_batch_total_votes,up_to_this_batch_dem_proportion,up_to_this_batch_no_baseline_dem_votes,up_to_this_batch_no_baseline_total_votes,up_to_this_batch_no_baseline_dem_proportion,final_dem_votes,final_total_votes,final_dem_proportion
CD-45,6,9,13,2024-11-15 19:06:00,117564,244488,0.48085795621871014,572.0,966.0,0.5921325051759835,152357,304772,0.49990484690194636,34793,60284,0.5771514829805587,158264,315875,0.5010336367233874
CD-49,8,9,13,2024-11-15 19:06:00,145722,285076,0.5111689514375114,2270.0,3624.0,0.6263796909492274,192312,367738,0.5229592807923032,46590,82662,0.5636205269652319,197397,378347,0.5217353381948318
SD-19,10,9,13,2024-11-15 19:06:00,123971,265553,0.4668408942847567,3211.0,7739.0,0.4149114872722574,162792,356035,0.4572359459041948,38821,90482,0.42904666121438517,173291,383030,0.45242148134610866
CD-21,2,9,13,2024-11-15 19:06:00,64986,128496,0.5057433694434068,892.0,2075.0,0.42987951807228914,83525,162602,0.5136775685415923,18539,34106,0.5435700463261596,102798,195531,0.5257376068244933
CD-41,5,9,13,2024-11-15 19:06:00,119833,247121,0.4849162960654902,382.0,780.0,0.4897435897435897,165036,340571,0.4845861802678443,45203,93450,0.483713215623328,171229,354445,0.48309046537544614
SD-37,11,9,13,2024-11-15 19:06:00,171458,355138,0.482792604564986,571.0,1005.0,0.5681592039800994,217493,442354,0.4916718284450915,46035,87216,0.527827462850853,226270,458615,0.4933767975316987
CD-47,7,9,13,2024-11-15 19:06:00,137577,275770,0.4988831272437176,433.0,714.0,0.6064425770308123,174333,339670,0.5132422645508876,36756,63900,0.5752112676056338,181721,353275,0.5143896397990234
SD-5,12,9,13,2024-11-15 19:06:00,91382,182173,0.5016220845020941,22250.0,38094.0,0.584081482648186,182019,343471,0.5299399367049911,90637,161298,0.5619226524817419,189668,358804,0.5286117211625289
CD-40,4,9,13,2024-11-15 19:06:00,130259,298774,0.43597836491796477,1557.0,3116.0,0.4996790757381258,165705,371060,0.4465719829677141,35446,72286,0.4903577456215588,171637,383635,0.447396613969007
CD-22,3,9,13,2024-11-15 19:06:00,45679,101615,0.44953008906165426,1030.0,2227.0,0.4625056129321958,75210,161222,0.4664996092344717,29531,59607,0.49542838928313787,78023,167507,0.46578948939447307
AD-58,0,9,13,2024-11-15 19:06:00,48086,98720,0.48709481361426255,394.0,762.0,0.5170603674540682,73720,147949,0.4982798126381388,25634,49229,0.520709337991834,77696,155988,0.4980895966356386
CD-40,4,10,14,2024-11-16 17:52:00,130259,298774,0.43597836491796477,1083.0,2217.0,0.4884979702300406,166788,373277,0.44682099352491583,36529,74503,0.4903024039300431,171637,383635,0.447396613969007
CD-9,9,10,14,2024-11-16 17:52:00,74163,146313,0.5068790879826126,0.0,0.0,,123553,238133,0.5188403119265285,49390,91820,0.5379002395992158,130183,251357,0.5179207262976563
SD-5,12,10,14,2024-11-16 17:52:00,91382,182173,0.5016220845020941,0.0,0.0,,182019,343471,0.5299399367049911,90637,161298,0.5619226524817419,189668,358804,0.5286117211625289
CD-49,8,10,14,2024-11-16 17:52:00,145722,285076,0.5111689514375114,201.0,431.0,0.46635730858468677,192513,368169,0.5228930192384476,46791,83093,0.5631160266207743,197397,378347,0.5217353381948318
AD-58,0,10,14,2024-11-16 17:52:00,48086,98720,0.48709481361426255,96.0,159.0,0.6037735849056604,73816,148108,0.49839306452048504,25730,49388,0.5209767554871628,77696,155988,0.4980895966356386
CD-45,6,10,14,2024-11-16 17:52:00,117564,244488,0.48085795621871014,624.0,1154.0,0.5407279029462738,152981,305926,0.5000588377581506,35417,61438,0.5764673329209935,158264,315875,0.5010336367233874
SD-19,10,10,14,2024-11-16 17:52:00,123971,265553,0.4668408942847567,1866.0,4869.0,0.38324091189155884,164658,360904,0.4562376698512624,40687,95351,0.4267076380950383,173291,383030,0.45242148134610866
CD-13,1,10,14,2024-11-16 17:52:00,55625,114417,0.4861602733859479,0.0,0.0,,88068,178058,0.49460288220692133,32443,63641,0.5097814302100847,105554,210921,0.5004432939346959
SD-37,11,10,14,2024-11-16 17:52:00,171458,355138,0.482792604564986,1024.0,1796.0,0.5701559020044543,218517,444150,0.49198919284025666,47059,89012,0.5286815260863704,226270,458615,0.4933767975316987
CD-22,3,10,14,2024-11-16 17:52:00,45679,101615,0.44953008906165426,0.0,0.0,,75210,161222,0.4664996092344717,29531,59607,0.49542838928313787,78023,167507,0.46578948939447307
CD-41,5,10,14,2024-11-16 17:52:00,119833,247121,0.4849162960654902,176.0,375.0,0.4693333333333333,165212,340946,0.48456940395253206,45379,93825,0.48365574207300827,171229,354445,0.48309046537544614
CD-21,2,10,14,2024-11-16 17:52:00,64986,128496,0.5057433694434068,0.0,0.0,,83525,162602,0.5136775685415923,18539,34106,0.5435700463261596,102798,195531,0.5257376068244933
CD-47,7,10,14,2024-11-16 17:52:00,137577,275770,0.4988831272437176,883.0,1505.0,0.5867109634551495,175216,341175,0.5135663515791017,37639,65405,0.5754758810488495,181721,353275,0.5143896397990234
SD-5,12,11,15,2024-11-18 09:30:00,91382,182173,0.5016220845020941,0.0,0.0,,182019,343471,0.5299399367049911,90637,161298,0.5619226524817419,189668,358804,0.5286117211625289
CD-49,8,11,15,2024-11-18 09:30:00,145722,285076,0.5111689514375114,0.0,0.0,,192513,368169,0.5228930192384476,46791,83093,0.5631160266207743,197397,378347,0.5217353381948318
SD-37,11,11,15,2024-11-18 09:30:00,171458,355138,0.482792604564986,0.0,0.0,,218517,444150,0.49198919284025666,47059,89012,0.5286815260863704,226270,458615,0.4933767975316987
CD-9,9,11,15,2024-11-18 09:30:00,74163,146313,0.5068790879826126,0.0,0.0,,123553,238133,0.5188403119265285,49390,91820,0.5379002395992158,130183,251357,0.5179207262976563
SD-19,10,11,15,2024-11-18 09:30:00,123971,265553,0.4668408942847567,0.0,0.0,,164658,360904,0.4562376698512624,40687,95351,0.4267076380950383,173291,383030,0.45242148134610866
CD-47,7,11,15,2024-11-18 09:30:00,137577,275770,0.4988831272437176,0.0,0.0,,175216,341175,0.5135663515791017,37639,65405,0.5754758810488495,181721,353275,0.5143896397990234
CD-45,6,11,15,2024-11-18 09:30:00,117564,244488,0.48085795621871014,0.0,0.0,,152981,305926,0.5000588377581506,35417,61438,0.5764673329209935,158264,315875,0.5010336367233874
CD-13,1,11,15,2024-11-18 09:30:00,55625,114417,0.4861602733859479,834.0,1750.0,0.4765714285714286,88902,179808,0.4944273892151628,33277,65391,0.5088926610695661,105554,210921,0.5004432939346959
CD-22,3,11,15,2024-11-18 09:30:00,45679,101615,0.44953008906165426,0.0,0.0,,75210,161222,0.4664996092344717,29531,59607,0.49542838928313787,78023,167507,0.46578948939447307
CD-21,2,11,15,2024-11-18 09:30:00,64986,128496,0.5057433694434068,11199.0,18517.0,0.6047955932386456,94724,181119,0.5229931702361431,29738,52623,0.5651141136005169,102798,195531,0.5257376068244933
CD-41,5,11,15,2024-11-18 09:30:00,119833,247121,0.4849162960654902,0.0,0.0,,165212,340946,0.48456940395253206,45379,93825,0.48365574207300827,171229,354445,0.48309046537544614
AD-58,0,11,15,2024-11-18 09:30:00,48086,98720,0.48709481361426255,0.0,0.0,,73816,148108,0.49839306452048504,25730,49388,0.5209767554871628,77696,155988,0.4980895966356386
CD-40,4,11,15,2024-11-18 09:30:00,130259,298774,0.43597836491796477,0.0,0.0,,166788,373277,0.44682099352491583,36529,74503,0.4903024039300431,171637,383635,0.447396613969007
SD-19,10,12,16,2024-11-18 18:44:00,123971,265553,0.4668408942847567,2955.0,8517.0,0.3469531525184924,167613,369421,0.453718115645835,43642,103868,0.4201679054184157,173291,383030,0.45242148134610866
CD-9,9,12,16,2024-11-18 18:44:00,74163,146313,0.5068790879826126,103.0,207.0,0.4975845410628019,123656,238340,0.5188218511370312,49493,92027,0.5378095558912058,130183,251357,0.5179207262976563
CD-13,1,12,16,2024-11-18 18:44:00,55625,114417,0.4861602733859479,398.0,1073.0,0.37092264678471576,89300,180881,0.49369474958674486,33675,66464,0.5066652623976889,105554,210921,0.5004432939346959
AD-58,0,12,16,2024-11-18 18:44:00,48086,98720,0.48709481361426255,305.0,630.0,0.48412698412698413,74121,148738,0.4983326385994164,26035,50018,0.520512615458435,77696,155988,0.4980895966356386
SD-37,11,12,16,2024-11-18 18:44:00,171458,355138,0.482792604564986,1202.0,2235.0,0.537807606263982,219719,446385,0.4922186005354123,48261,91247,0.52890505989238,226270,458615,0.4933767975316987
CD-47,7,12,16,2024-11-18 18:44:00,137577,275770,0.4988831272437176,1026.0,1852.0,0.5539956803455723,176242,343027,0.5137846291982847,38665,67257,0.5748843986499547,181721,353275,0.5143896397990234
SD-5,12,12,16,2024-11-18 18:44:00,91382,182173,0.5016220845020941,94.0,199.0,0.4723618090452261,182113,343670,0.5299065964442634,90731,161497,0.5618122937268184,189668,358804,0.5286117211625289
CD-45,6,12,16,2024-11-18 18:44:00,117564,244488,0.48085795621871014,843.0,1620.0,0.5203703703703704,153824,307546,0.500165828851619,36260,63058,0.5750261663865013,158264,315875,0.5010336367233874
CD-21,2,12,16,2024-11-18 18:44:00,64986,128496,0.5057433694434068,3861.0,6921.0,0.5578673602080624,98585,188040,0.5242767496277387,33599,59544,0.5642717990057773,102798,195531,0.5257376068244933
CD-40,4,12,16,2024-11-18 18:44:00,130259,298774,0.43597836491796477,1101.0,2418.0,0.45533498759305213,167889,375695,0.4468757902021587,37630,76921,0.4892032084866291,171637,383635,0.447396613969007
CD-41,5,12,16,2024-11-18 18:44:00,119833,247121,0.4849162960654902,463.0,996.0,0.464859437751004,165675,341942,0.4845119932620152,45842,94821,0.4834583056495924,171229,354445,0.48309046537544614
CD-49,8,12,16,2024-11-18 18:44:00,145722,285076,0.5111689514375114,206.0,517.0,0.3984526112185687,192719,368686,0.5227185192819906,46997,83610,0.5620978351871786,197397,378347,0.5217353381948318
CD-22,3,12,16,2024-11-18 18:44:00,45679,101615,0.44953008906165426,702.0,1589.0,0.4417872876022656,75912,162811,0.4662584223424707,30233,61196,0.49403555787959996,78023,167507,0.46578948939447307
CD-9,9,13,17,2024-11-19 18:03:00,74163,146313,0.5068790879826126,22.0,128.0,0.171875,123678,238468,0.5186356240669607,49515,92155,0.537301285877055,130183,251357,0.5179207262976563
CD-47,7,13,17,2024-11-19 18:02:00,137577,275770,0.4988831272437176,1676.0,3112.0,0.538560411311054,177918,346139,0.5140073785386795,40341,70369,0.5732780059401157,181721,353275,0.5143896397990234
AD-58,0,13,17,2024-11-19 18:02:00,48086,98720,0.48709481361426255,681.0,1354.0,0.5029542097488922,74802,150092,0.49837433041068147,26716,51372,0.5200498325936308,77696,155988,0.4980895966356386
SD-5,12,13,17,2024-11-19 18:02:00,91382,182173,0.5016220845020941,0.0,0.0,,182113,343670,0.5299065964442634,90731,161497,0.5618122937268184,189668,358804,0.5286117211625289
CD-21,2,13,17,2024-11-19 18:03:00,64986,128496,0.5057433694434068,0.0,0.0,,98585,188040,0.5242767496277387,33599,59544,0.5642717990057773,102798,195531,0.5257376068244933
SD-19,10,13,17,2024-11-19 18:02:00,123971,265553,0.4668408942847567,837.0,1941.0,0.4312210200927357,168450,371362,0.4536005299411356,44479,105809,0.4203706679015963,173291,383030,0.45242148134610866
CD-41,5,13,17,2024-11-19 18:03:00,119833,247121,0.4849162960654902,715.0,1654.0,0.4322853688029021,166390,343596,0.48426058510576375,46557,96475,0.48258097952837525,171229,354445,0.48309046537544614
CD-49,8,13,17,2024-11-19 18:02:00,145722,285076,0.5111689514375114,395.0,952.0,0.41491596638655465,193114,369638,0.5224408745854052,47392,84562,0.5604408599607389,197397,378347,0.5217353381948318
CD-22,3,13,17,2024-11-19 18:03:00,45679,101615,0.44953008906165426,177.0,379.0,0.46701846965699206,76089,163190,0.4662601875114897,30410,61575,0.4938692651238327,78023,167507,0.46578948939447307
CD-13,1,13,17,2024-11-19 18:03:00,55625,114417,0.4861602733859479,11358.0,20662.0,0.5497047720453005,100658,201543,0.49943684474280925,45033,87126,0.5168721162454376,105554,210921,0.5004432939346959
CD-40,4,13,17,2024-11-19 18:03:00,130259,298774,0.43597836491796477,1077.0,2271.0,0.47424042272126815,168966,377966,0.44704020996597577,38707,79192,0.48877411859783815,171637,383635,0.447396613969007
SD-37,11,13,17,2024-11-19 18:02:00,171458,355138,0.482792604564986,2072.0,3811.0,0.5436893203883495,221791,450196,0.4926543105669531,50333,95058,0.5294977803025521,226270,458615,0.4933767975316987
CD-45,6,13,17,2024-11-19 18:02:00,117564,244488,0.48085795621871014,1266.0,2320.0,0.5456896551724137,155090,309866,0.5005066706253671,37526,65378,0.5739851326134173,158264,315875,0.5010336367233874
CD-9,9,14,18,2024-11-20 17:52:00,74163,146313,0.5068790879826126,651.0,1173.0,0.5549872122762148,124329,239641,0.5188135586147612,50166,93328,0.5375235727755872,130183,251357,0.5179207262976563
AD-58,0,14,18,2024-11-20 17:52:00,48086,98720,0.48709481361426255,764.0,1519.0,0.5029624753127058,75566,151611,0.498420299318651,27480,52891,0.5195590932294719,77696,155988,0.4980895966356386
CD-21,2,14,18,2024-11-20 17:52:00,64986,128496,0.5057433694434068,94.0,271.0,0.34686346863468637,98679,188311,0.5240214326300641,33693,59815,0.5632868009696564,102798,195531,0.5257376068244933
SD-5,12,14,18,2024-11-20 17:52:00,91382,182173,0.5016220845020941,1899.0,3001.0,0.6327890703098967,184012,346671,0.5307972111887063,92630,164498,0.5631071502389087,189668,358804,0.5286117211625289
SD-37,11,14,18,2024-11-20 17:52:00,171458,355138,0.482792604564986,1250.0,2271.0,0.5504183179216204,223041,452467,0.4929442368172707,51583,97329,0.5299859240308644,226270,458615,0.4933767975316987
CD-47,7,14,18,2024-11-20 17:52:00,137577,275770,0.4988831272437176,1085.0,2031.0,0.534219596258001,179003,348170,0.514125283625815,41426,72400,0.5721823204419889,181721,353275,0.5143896397990234
CD-45,6,14,18,2024-11-20 17:52:00,117564,244488,0.48085795621871014,772.0,1461.0,0.5284052019164955,155862,311327,0.5006375932700986,38298,66839,0.5729888238902437,158264,315875,0.5010336367233874
CD-40,4,14,18,2024-11-20 17:52:00,130259,298774,0.43597836491796477,714.0,1398.0,0.5107296137339056,169680,379364,0.44727491274870573,39421,80590,0.48915498200769325,171637,383635,0.447396613969007
CD-22,3,14,18,2024-11-20 17:52:00,45679,101615,0.44953008906165426,233.0,513.0,0.45419103313840153,76322,163703,0.4662223661142435,30643,62088,0.4935414250740884,78023,167507,0.46578948939447307
CD-13,1,14,18,2024-11-20 17:52:00,55625,114417,0.4861602733859479,208.0,540.0,0.3851851851851852,100866,202083,0.49913154495924944,45241,87666,0.5160609586384687,105554,210921,0.5004432939346959
CD-49,8,14,18,2024-11-20 17:52:00,145722,285076,0.5111689514375114,243.0,578.0,0.4204152249134948,193357,370216,0.5222815869654472,47635,85140,0.5594902513507165,197397,378347,0.5217353381948318
CD-41,5,14,18,2024-11-20 17:52:00,119833,247121,0.4849162960654902,1353.0,3132.0,0.43199233716475094,167743,346728,0.4837884451212478,47910,99607,0.4809902918469586,171229,354445,0.48309046537544614
SD-19,10,14,18,2024-11-20 17:52:00,123971,265553,0.4668408942847567,677.0,1548.0,0.43733850129198965,169127,372910,0.4535330240540613,45156,107357,0.42061533016012,173291,383030,0.45242148134610866
CD-40,4,15,19,2024-11-21 18:41:00,130259,298774,0.43597836491796477,458.0,939.0,0.48775292864749736,170138,380303,0.4473748563645304,39879,81529,0.4891388340345153,171637,383635,0.447396613969007
CD-9,9,15,19,2024-11-21 18:41:00,74163,146313,0.5068790879826126,3.0,8.0,0.375,124332,239649,0.5188087578082946,50169,93336,0.5375096425816406,130183,251357,0.5179207262976563
CD-47,7,15,19,2024-11-21 18:41:00,137577,275770,0.4988831272437176,695.0,1246.0,0.557784911717496,179698,349416,0.5142809716784578,42121,73646,0.5719387339434593,181721,353275,0.5143896397990234
AD-58,0,15,19,2024-11-21 18:41:00,48086,98720,0.48709481361426255,605.0,1235.0,0.4898785425101215,76171,152846,0.4983512816822161,28085,54126,0.5188818682333813,77696,155988,0.4980895966356386
CD-49,8,15,19,2024-11-21 18:41:00,145722,285076,0.5111689514375114,2699.0,5224.0,0.5166539050535988,196056,375440,0.5222032814830598,50334,90364,0.5570138550750299,197397,378347,0.5217353381948318
CD-41,5,15,19,2024-11-21 18:41:00,119833,247121,0.4849162960654902,1327.0,2832.0,0.4685734463276836,169070,349560,0.48366517908227485,49237,102439,0.48064701920167124,171229,354445,0.48309046537544614
SD-19,10,15,19,2024-11-21 18:41:00,123971,265553,0.4668408942847567,939.0,2025.0,0.46370370370370373,170066,374935,0.4535879552455759,46095,109382,0.42141302956610777,173291,383030,0.45242148134610866
CD-13,1,15,19,2024-11-21 18:41:00,55625,114417,0.4861602733859479,746.0,1335.0,0.5588014981273408,101612,203418,0.4995231493771446,45987,89001,0.516702059527421,105554,210921,0.5004432939346959
CD-45,6,15,19,2024-11-21 18:45:00,117564,244488,0.48085795621871014,714.0,1345.0,0.5308550185873606,156576,312672,0.5007675775253301,39012,68184,0.5721576909538895,158264,315875,0.5010336367233874
SD-37,11,15,19,2024-11-21 18:41:00,171458,355138,0.482792604564986,883.0,1588.0,0.5560453400503779,223924,454055,0.4931649249540254,52466,98917,0.5304042783343611,226270,458615,0.4933767975316987
CD-22,3,15,19,2024-11-21 18:41:00,45679,101615,0.44953008906165426,172.0,415.0,0.41445783132530123,76494,164118,0.4660914707710306,30815,62503,0.49301633521590965,78023,167507,0.46578948939447307
CD-21,2,15,19,2024-11-21 18:41:00,64986,128496,0.5057433694434068,82.0,187.0,0.4385026737967914,98761,188498,0.5239365934917082,33775,60002,0.5628979034032199,102798,195531,0.5257376068244933
SD-5,12,15,19,2024-11-21 18:41:00,91382,182173,0.5016220845020941,0.0,0.0,,184012,346671,0.5307972111887063,92630,164498,0.5631071502389087,189668,358804,0.5286117211625289
CD-49,8,16,20,2024-11-22 20:02:00,145722,285076,0.5111689514375114,126.0,282.0,0.44680851063829785,196182,375722,0.5221466935659876,50460,90646,0.5566710058910487,197397,378347,0.5217353381948318
CD-47,7,16,20,2024-11-22 20:02:00,137577,275770,0.4988831272437176,680.0,1285.0,0.5291828793774319,180378,350701,0.5143355736082874,42801,74931,0.5712055090683429,181721,353275,0.5143896397990234
CD-40,4,16,20,2024-11-22 20:02:00,130259,298774,0.43597836491796477,369.0,876.0,0.4212328767123288,170507,381179,0.4473147786210678,40248,82405,0.4884169649899885,171637,383635,0.447396613969007
SD-37,11,16,20,2024-11-22 20:02:00,171458,355138,0.482792604564986,768.0,1457.0,0.5271105010295127,224692,455512,0.49327350322274716,53234,100374,0.5303564668141152,226270,458615,0.4933767975316987
CD-45,6,16,20,2024-11-22 20:02:00,117564,244488,0.48085795621871014,499.0,959.0,0.5203336809176226,157075,313631,0.5008274054541803,39511,69143,0.5714389019857397,158264,315875,0.5010336367233874
CD-13,1,16,20,2024-11-22 20:02:00,55625,114417,0.4861602733859479,339.0,687.0,0.49344978165938863,101951,204105,0.4995027069400554,46326,89688,0.5165239496922666,105554,210921,0.5004432939346959
SD-5,12,16,20,2024-11-22 20:02:00,91382,182173,0.5016220845020941,503.0,1075.0,0.467906976744186,184515,347746,0.5306027962938467,93133,165573,0.562489053166881,189668,358804,0.5286117211625289
SD-19,10,16,20,2024-11-22 20:02:00,123971,265553,0.4668408942847567,954.0,2291.0,0.41641204714098645,171020,377226,0.45336217545980395,47049,111673,0.42131043313961297,173291,383030,0.45242148134610866
CD-22,3,16,20,2024-11-22 20:02:00,45679,101615,0.44953008906165426,900.0,2023.0,0.4448838358872961,77394,166141,0.46583323803275534,31715,64526,0.4915072993831944,78023,167507,0.46578948939447307
AD-58,0,16,20,2024-11-22 20:02:00,48086,98720,0.48709481361426255,531.0,1160.0,0.45775862068965517,76702,154006,0.49804553069360935,28616,55286,0.5175993922512029,77696,155988,0.4980895966356386
CD-21,2,16,20,2024-11-22 20:02:00,64986,128496,0.5057433694434068,1176.0,1880.0,0.625531914893617,99937,190378,0.5249398564960237,34951,61882,0.5648007498141624,102798,195531,0.5257376068244933
CD-9,9,16,20,2024-11-22 20:02:00,74163,146313,0.5068790879826126,553.0,1188.0,0.4654882154882155,124885,240837,0.5185457384039828,50722,94524,0.5366044602429013,130183,251357,0.5179207262976563
CD-41,5,16,20,2024-11-22 20:02:00,119833,247121,0.4849162960654902,792.0,1800.0,0.44,169862,351360,0.4834414845173042,50029,104239,0.4799451261044331,171229,354445,0.48309046537544614
AD-58,0,17,21,2024-11-23 17:53:00,48086,98720,0.48709481361426255,86.0,148.0,0.581081081081081,76788,154154,0.49812525137200464,28702,55434,0.5177688783057329,77696,155988,0.4980895966356386
CD-13,1,17,21,2024-11-23 17:53:00,55625,114417,0.4861602733859479,395.0,791.0,0.4993678887484197,102346,204896,0.4995021864750898,46721,90479,0.5163739652295007,105554,210921,0.5004432939346959
CD-21,2,17,21,2024-11-23 17:53:00,64986,128496,0.5057433694434068,0.0,0.0,,99937,190378,0.5249398564960237,34951,61882,0.5648007498141624,102798,195531,0.5257376068244933
CD-9,9,17,21,2024-11-23 17:53:00,74163,146313,0.5068790879826126,0.0,0.0,,124885,240837,0.5185457384039828,50722,94524,0.5366044602429013,130183,251357,0.5179207262976563
SD-37,11,17,21,2024-11-23 17:53:00,171458,355138,0.482792604564986,539.0,1077.0,0.500464252553389,225231,456589,0.49329046472867283,53773,101451,0.5300391321918956,226270,458615,0.4933767975316987
SD-19,10,17,21,2024-11-23 17:53:00,123971,265553,0.4668408942847567,173.0,434.0,0.3986175115207373,171193,377660,0.4532992638881534,47222,112107,0.4212225819975559,173291,383030,0.45242148134610866
CD-22,3,17,21,2024-11-23 17:53:00,45679,101615,0.44953008906165426,0.0,0.0,,77394,166141,0.46583323803275534,31715,64526,0.4915072993831944,78023,167507,0.46578948939447307
CD-49,8,17,21,2024-11-23 17:53:00,145722,285076,0.5111689514375114,241.0,533.0,0.4521575984990619,196423,376255,0.5220475475408964,50701,91179,0.5560600576887221,197397,378347,0.5217353381948318
CD-47,7,17,21,2024-11-23 17:53:00,137577,275770,0.4988831272437176,550.0,1034.0,0.5319148936170213,180928,351735,0.5143872517662444,43351,75965,0.5706707036135062,181721,353275,0.5143896397990234
CD-40,4,17,21,2024-11-23 17:53:00,130259,298774,0.43597836491796477,295.0,615.0,0.4796747967479675,170802,381794,0.4473669046658669,40543,83020,0.48835220428812337,171637,383635,0.447396613969007
SD-5,12,17,21,2024-11-23 17:53:00,91382,182173,0.5016220845020941,0.0,0.0,,184515,347746,0.5306027962938467,93133,165573,0.562489053166881,189668,358804,0.5286117211625289
CD-41,5,17,21,2024-11-23 17:53:00,119833,247121,0.4849162960654902,74.0,176.0,0.42045454545454547,169936,351536,0.4834099494788585,50103,104415,0.4798448498778911,171229,354445,0.48309046537544614
CD-45,6,17,21,2024-11-23 17:53:00,117564,244488,0.48085795621871014,352.0,678.0,0.5191740412979351,157427,314309,0.5008669812191188,39863,69821,0.5709313816760001,158264,315875,0.5010336367233874
SD-37,11,18,22,2024-11-25 17:56:00,171458,355138,0.482792604564986,188.0,396.0,0.47474747474747475,225419,456985,0.4932743963149775,53961,101847,0.5298241479866859,226270,458615,0.4933767975316987
CD-45,6,18,22,2024-11-25 17:56:00,117564,244488,0.48085795621871014,195.0,354.0,0.5508474576271186,157622,314663,0.5009232099102849,40058,70175,0.5708300676879231,158264,315875,0.5010336367233874
CD-13,1,18,22,2024-11-25 18:56:00,55625,114417,0.4861602733859479,100.0,203.0,0.49261083743842365,102446,205099,0.4994953656526848,46821,90682,0.5163207692816656,105554,210921,0.5004432939346959
CD-49,8,18,22,2024-11-25 17:56:00,145722,285076,0.5111689514375114,50.0,108.0,0.46296296296296297,196473,376363,0.5220305928053501,50751,91287,0.5559499161983634,197397,378347,0.5217353381948318
CD-41,5,18,22,2024-11-25 17:56:00,119833,247121,0.4849162960654902,375.0,816.0,0.45955882352941174,170311,352352,0.48335471346834985,50478,105231,0.47968754454485846,171229,354445,0.48309046537544614
CD-47,7,18,22,2024-11-25 17:56:00,137577,275770,0.4988831272437176,157.0,312.0,0.5032051282051282,181085,352047,0.5143773416617667,43508,76277,0.5703947454671788,181721,353275,0.5143896397990234
AD-58,0,18,22,2024-11-25 17:56:00,48086,98720,0.48709481361426255,286.0,562.0,0.5088967971530249,77074,154716,0.49816437860337653,28988,55996,0.5176798342738768,77696,155988,0.4980895966356386
CD-21,2,18,22,2024-11-25 18:56:00,64986,128496,0.5057433694434068,13.0,40.0,0.325,99950,190418,0.5248978562950981,34964,61922,0.5646458447724557,102798,195531,0.5257376068244933
SD-5,12,18,22,2024-11-25 17:56:00,91382,182173,0.5016220845020941,891.0,2033.0,0.4382685686178062,185406,349779,0.530066127469059,94024,167606,0.5609823037361431,189668,358804,0.5286117211625289
CD-40,4,18,22,2024-11-25 17:56:00,130259,298774,0.43597836491796477,204.0,542.0,0.3763837638376384,171006,382336,0.44726627887512554,40747,83562,0.48762595438117806,171637,383635,0.447396613969007
SD-19,10,18,22,2024-11-25 17:56:00,123971,265553,0.4668408942847567,1200.0,3214.0,0.37336652146857496,172393,380874,0.4526247525428357,48422,115321,0.4198888320427329,173291,383030,0.45242148134610866
CD-22,3,18,22,2024-11-25 17:56:00,45679,101615,0.44953008906165426,13.0,32.0,0.40625,77407,166173,0.465821764065161,31728,64558,0.49146503918956597,78023,167507,0.46578948939447307
CD-9,9,18,22,2024-11-25 18:56:00,74163,146313,0.5068790879826126,888.0,1865.0,0.47613941018766753,125773,242702,0.5182198745787014,51610,96389,0.5354345412858313,130183,251357,0.5179207262976563
CD-47,7,19,23,2024-11-26 19:14:00,137577,275770,0.4988831272437176,416.0,832.0,0.5,181501,352879,0.5143434435032972,43924,77109,0.5696351917415606,181721,353275,0.5143896397990234
CD-22,3,19,23,2024-11-26 19:14:00,45679,101615,0.44953008906165426,564.0,1220.0,0.46229508196721314,77971,167393,0.46579606076717667,32292,65778,0.49092401714859074,78023,167507,0.46578948939447307
SD-19,10,19,23,2024-11-26 19:14:00,123971,265553,0.4668408942847567,195.0,419.0,0.46539379474940334,172588,381293,0.45263878434694577,48617,115740,0.4200535683428374,173291,383030,0.45242148134610866
CD-13,1,19,23,2024-11-26 17:05:00,55625,114417,0.4861602733859479,1344.0,2376.0,0.5656565656565656,103790,207475,0.5002530425352452,48165,93058,0.5175804337080101,105554,210921,0.5004432939346959
CD-45,6,19,23,2024-11-26 19:14:00,117564,244488,0.48085795621871014,338.0,644.0,0.5248447204968945,157960,315307,0.5009720684919776,40396,70819,0.5704118951128935,158264,315875,0.5010336367233874
AD-58,0,19,23,2024-11-26 19:14:00,48086,98720,0.48709481361426255,190.0,412.0,0.46116504854368934,77264,155128,0.4980661131452736,29178,56408,0.5172670543185364,77696,155988,0.4980895966356386
SD-37,11,19,23,2024-11-26 19:14:00,171458,355138,0.482792604564986,463.0,873.0,0.5303550973654066,225882,457858,0.49334509826190653,54424,102720,0.5298286604361371,226270,458615,0.4933767975316987
CD-41,5,19,23,2024-11-26 19:14:00,119833,247121,0.4849162960654902,285.0,660.0,0.4318181818181818,170596,353012,0.4832583594891958,50763,105891,0.479389183216704,171229,354445,0.48309046537544614
CD-21,2,19,23,2024-11-26 19:14:00,64986,128496,0.5057433694434068,0.0,0.0,,99950,190418,0.5248978562950981,34964,61922,0.5646458447724557,102798,195531,0.5257376068244933
SD-5,12,19,23,2024-11-26 19:14:00,91382,182173,0.5016220845020941,0.0,0.0,,185406,349779,0.530066127469059,94024,167606,0.5609823037361431,189668,358804,0.5286117211625289
