Race,race_id,batch_id,Batch Number,Datetime,baseline_dem_votes,baseline_total_votes,baseline_dem_proportion,this_batch_dem_votes,this_batch_total_votes,this_batch_dem_proportion,up_to_this_batch_dem_votes,up_to_this_batch_total_votes,up_to_this_batch_dem_proportion,up_to_this_batch_no_baseline_dem_votes,up_to_this_batch_no_baseline_total_votes,up_to_this_batch_no_baseline_dem_proportion,final_dem_votes,final_total_votes,final_dem_proportion
CD-45,5,7,9,2022-11-24,76252,164997,0.4621417359103499,230.0,406.0,0.5665024630541872,102802,215965,0.4760123168105943,26550,50968,0.5209150839742583,103466,217426,0.47586765152281696
CD-45,5,8,10,2022-11-28,76252,164997,0.4621417359103499,43.0,107.0,0.40186915887850466,102845,216072,0.475975600725684,26593,51075,0.5206656877141459,103466,217426,0.47586765152281696
CD-45,5,9,11,2022-11-29,76252,164997,0.4621417359103499,561.0,1240.0,0.45241935483870965,103406,217312,0.47584118686496835,27154,52315,0.5190480741661091,103466,217426,0.47586765152281696
CD-45,5,10,12,2022-11-30,76252,164997,0.4621417359103499,0.0,0.0,,103406,217312,0.47584118686496835,27154,52315,0.5190480741661091,103466,217426,0.47586765152281696
CD-45,5,11,13,2022-12-01,76252,164997,0.4621417359103499,21.0,43.0,0.4883720930232558,103427,217355,0.475843665892204,27175,52358,0.5190228809351006,103466,217426,0.47586765152281696
CD-45,5,12,14,2022-12-02,76252,164997,0.4621417359103499,35.0,60.0,0.5833333333333334,103462,217415,0.47587332980705105,27210,52418,0.5190964935709108,103466,217426,0.47586765152281696
CD-45,5,13,15,2022-12-05,76252,164997,0.4621417359103499,4.0,9.0,0.4444444444444444,103466,217424,0.4758720288468614,27214,52427,0.5190836782573864,103466,217426,0.47586765152281696
CD-45,5,14,16,2022-12-06,76252,164997,0.4621417359103499,0.0,2.0,0.0,103466,217426,0.47586765152281696,27214,52429,0.519063876862042,103466,217426,0.47586765152281696
CD-47,6,0,2,2022-11-15,105045,204952,0.5125346422576994,9347.0,20941.0,0.44634926698820493,114392,225893,0.5063990473365708,9347,20941,0.44634926698820493,137374,265635,0.5171532365840344
CD-47,6,1,3,2022-11-16,105045,204952,0.5125346422576994,6484.0,12187.0,0.5320423401985722,120876,238080,0.5077116935483871,15831,33128,0.47787370200434676,137374,265635,0.5171532365840344
CD-47,6,2,4,2022-11-17,105045,204952,0.5125346422576994,8587.0,13926.0,0.6166164009765905,129463,252006,0.5137298318294009,24418,47054,0.5189356909083181,137374,265635,0.5171532365840344
CD-47,6,3,5,2022-11-18,105045,204952,0.5125346422576994,4296.0,7262.0,0.5915725695400716,133759,259268,0.5159101778854313,28714,54316,0.5286471757861404,137374,265635,0.5171532365840344
CD-47,6,4,6,2022-11-21,105045,204952,0.5125346422576994,499.0,847.0,0.58913813459268,134258,260115,0.5161486265690175,29213,55163,0.5295759839022534,137374,265635,0.5171532365840344
CD-47,6,5,7,2022-11-22,105045,204952,0.5125346422576994,1441.0,2551.0,0.5648765190121521,135699,262666,0.5166218695986537,30654,57714,0.5311362927539245,137374,265635,0.5171532365840344
CD-47,6,6,8,2022-11-23,105045,204952,0.5125346422576994,169.0,290.0,0.5827586206896552,135868,262956,0.5166948082568947,30823,58004,0.531394386594028,137374,265635,0.5171532365840344
CD-47,6,7,9,2022-11-24,105045,204952,0.5125346422576994,432.0,662.0,0.6525679758308157,136300,263618,0.5170360142327155,31255,58666,0.5327617359288174,137374,265635,0.5171532365840344
CD-47,6,8,10,2022-11-28,105045,204952,0.5125346422576994,56.0,94.0,0.5957446808510638,136356,263712,0.5170640698944303,31311,58760,0.5328624914908101,137374,265635,0.5171532365840344
CD-47,6,9,11,2022-11-29,105045,204952,0.5125346422576994,660.0,1215.0,0.5432098765432098,137016,264927,0.5171839789828896,31971,59975,0.5330721133805753,137374,265635,0.5171532365840344
CD-47,6,10,12,2022-11-30,105045,204952,0.5125346422576994,281.0,556.0,0.5053956834532374,137297,265483,0.5171592908020476,32252,60531,0.5328178949629115,137374,265635,0.5171532365840344
CD-47,6,11,13,2022-12-01,105045,204952,0.5125346422576994,35.0,58.0,0.603448275862069,137332,265541,0.517178138215944,32287,60589,0.5328855072702966,137374,265635,0.5171532365840344
CD-47,6,12,14,2022-12-02,105045,204952,0.5125346422576994,42.0,94.0,0.44680851063829785,137374,265635,0.5171532365840344,32329,60683,0.5327521711187647,137374,265635,0.5171532365840344
CD-49,7,0,2,2022-11-15,127206,241904,0.5258532310337986,7840.0,15392.0,0.5093555093555093,135046,257296,0.5248663018469001,7840,15392,0.5093555093555093,153541,291735,0.5263029804445816
CD-49,7,1,3,2022-11-16,127206,241904,0.5258532310337986,2923.0,6623.0,0.441340782122905,137969,263919,0.5227702439005907,10763,22015,0.4888939359527595,153541,291735,0.5263029804445816
CD-49,7,2,4,2022-11-17,127206,241904,0.5258532310337986,11891.0,21170.0,0.5616910722720831,149860,285089,0.5256604078024757,22654,43185,0.5245802940835939,153541,291735,0.5263029804445816
CD-49,7,3,5,2022-11-18,127206,241904,0.5258532310337986,1416.0,2680.0,0.5283582089552239,151276,287769,0.525685532493076,24070,45865,0.5248010465496566,153541,291735,0.5263029804445816
CD-49,7,4,6,2022-11-21,127206,241904,0.5258532310337986,674.0,1063.0,0.6340545625587959,151950,288832,0.5260843673831155,24744,46928,0.5272758267984998,153541,291735,0.5263029804445816
CD-49,7,5,7,2022-11-22,127206,241904,0.5258532310337986,342.0,719.0,0.4756606397774687,152292,289551,0.5259591574541272,25086,47647,0.5264969462925263,153541,291735,0.5263029804445816
CD-49,7,6,8,2022-11-23,127206,241904,0.5258532310337986,44.0,103.0,0.42718446601941745,152336,289654,0.5259240335020403,25130,47750,0.526282722513089,153541,291735,0.5263029804445816
CD-49,7,7,9,2022-11-24,127206,241904,0.5258532310337986,471.0,784.0,0.6007653061224489,152807,290438,0.5261260578849875,25601,48534,0.5274858861828821,153541,291735,0.5263029804445816
CD-49,7,8,10,2022-11-28,127206,241904,0.5258532310337986,22.0,36.0,0.6111111111111112,152829,290474,0.5261365905382237,25623,48570,0.5275478690549722,153541,291735,0.5263029804445816
CD-49,7,9,11,2022-11-29,127206,241904,0.5258532310337986,154.0,313.0,0.49201277955271566,152983,290787,0.5260998600350084,25777,48883,0.5273203363132377,153541,291735,0.5263029804445816
CD-49,7,10,12,2022-11-30,127206,241904,0.5258532310337986,177.0,327.0,0.5412844036697247,153160,291114,0.5261169163970129,25954,49210,0.5274131274131274,153541,291735,0.5263029804445816
CD-49,7,11,13,2022-12-01,127206,241904,0.5258532310337986,19.0,31.0,0.6129032258064516,153179,291145,0.5261261570695015,25973,49241,0.5274669482748117,153541,291735,0.5263029804445816
CD-49,7,12,14,2022-12-02,127206,241904,0.5258532310337986,191.0,314.0,0.60828025477707,153370,291459,0.526214664841367,26164,49555,0.527979013217637,153541,291735,0.5263029804445816
CD-49,7,13,15,2022-12-05,127206,241904,0.5258532310337986,0.0,0.0,,153370,291459,0.526214664841367,26164,49555,0.527979013217637,153541,291735,0.5263029804445816
CD-49,7,14,16,2022-12-06,127206,241904,0.5258532310337986,0.0,0.0,,153370,291459,0.526214664841367,26164,49555,0.527979013217637,153541,291735,0.5263029804445816
CD-49,7,15,17,2022-12-07,127206,241904,0.5258532310337986,151.0,251.0,0.601593625498008,153521,291710,0.5262795241849783,26315,49806,0.5283499979922097,153541,291735,0.5263029804445816
CD-49,7,16,18,2022-12-08,127206,241904,0.5258532310337986,0.0,0.0,,153521,291710,0.5262795241849783,26315,49806,0.5283499979922097,153541,291735,0.5263029804445816
CD-49,7,17,19,2022-12-09,127206,241904,0.5258532310337986,20.0,25.0,0.8,153541,291735,0.5263029804445816,26335,49831,0.5284862836386988,153541,291735,0.5263029804445816
